ID;Kitab;Matan
607;Musnad Syafi'i 607;"Atha' melunjutkan kisahnya, ""Kemudian beliau turun dan shalat 2 rakaat."" 607"
666;Musnad Syafi'i 665;Kami tidak berpendapat bahwa salaf adalah sesuatu yang tidak dilarang, uang logam adalah dengan uang logam sebagai kontan.'666
735;Musnad Syafi'i 735;"Jika kamu menceraikan istri- istrimu sebelum kamu bercampur dengan mereka, padahal sesungguhnya kamu sudah menentukan maharnya, maka bayarlah seperdua dari mahar yang telah kamu tentukan itu, kecuali jika istri- istrimu itu memaafkan atau dima'afkan oleh orang yang memegang ikatan nikah, dan pema'afan kamu itu lebih dekat kepada takwa. Dan janganlah kamu melupakan keutamaan di antara kamu. Sesungguhnya Allah Maha Melihat segala apa yang kamu kerjakan."" (Qs. Al Baqarah [2]: 237) dan firman-Nya Azza wa jalla, ""Kemudian kamu ceraikan mereka sebelum kamu mencampurinya maka sekali-kali tidak wajib atas mereka 'iddah bagimu yang kamu minta menyempurnakannya."" (Qs. Al Ahzaab [33]: 49)"
804;Musnad Syafi'i 804;"Apabila air berjumlah 2 qullah, tidak mengandung najis."" Di dalam hadis ini disebutkan takaran qullah hajar. Ibnu Juraij berkata, ""Aku pernah melihat qullah hajar, satu qullah mencapai 2 qirbah atau 2 qirbah lebih sedikit."" 52"
811;Musnad Syafi'i 811;"Hai Bani Abdul Muthalib, atau hai Bani Hasyim, atau hai Bani Abdu Manaf!"" 59"
814;Musnad Syafi'i 814;"Sesungguhnya kamu adalah lelaki yang datang tidak membawa kebaikan."" Maka jawaban tersebut sangat mengejutkan Hathib. Kemudian Umar mengirim utusan kepada budak perempuan itu, lalu ia bertanya, ""Apakah engkau telah mengandung?"" Budak itu menjawab, ""Ya, dari Mar'us dengan imbalan 2 dirham."" Ternyata ia terus-terang mengakui perbuatannya tanpa menyembunyikannya. Yahya bin Hathib melanjutkan kisahnya: Ketika itu ada Ali, Utsman dan Abdurrahman bin Auf, maka umar berkata, ""Berilah aku saran."" Yahya bin Hathib melanjutkan kisahnya: Saat itu Utsman sedang duduk, lalu ia berbaring, maka Ali dan Abdurrahman bin Auf berkata, ""Ia harus dikenai hukuman had."" Umar berkata, ""Berikanlah saran kepadaku, hai Utsman!"" Utsman menjawab, ""Kedua saudaramu telah memberikan saran kepadamu."" Umar berkata, ""Berikanlah saranmu kepadaku."" Utsman berkata, ""Menurut pendapatku, ia mengaku terus- terang seakan-akan tidak mengetahui hukumnya, sedangkan hukuman had itu hanya berlaku bagi yang mengetahuinya."" Umar berkata, ""Kamu benar, demi Tuhan yang jiwaku berada dalam genggaman- Nya, tidaklah hukuman had itu melainkan atas orang yang mengetahuinya."" Maka Umar menderanya sebanyak 100 kali, lalu mengasingkannya selama setahun. 62"
847;Musnad Syafi'i 847;"Tidak halal bagi seorang pemberi mencabut kembali apa yang telah diberikannya, kecuali pencabutan hibah orang tua terhadap anaknya."" 95"
886;Musnad Syafi'i 886;"Syuf'ah menyangkut sesuatu yang belum dibagi. Apabila telah dibuat batasan- batasan, maka tidak ada syufah lagi.""134"
889;Musnad Syafi'i 889;"Tidakkah engkau berhenti dari tangismu, karena Rasulullah  pernah bersabda, “Sesungguhnya mayit itu benar-benar disiksa sebab tangisan keluarganya yang ditujukan kepadanya' "" Maka Ibnu Abbas berkata, ""Umar pun pernah mengatakan sebagian dari itu."" Kemudian Ibnu Abbas melanjutkan kisahnya: Aku berangkat bersama Umar bin Khaththab menuju Makkah. Ketika kami sampai di Al Baida, tiba-tiba kami berjumpa dengan suatu kafilah yang sedang istirahat di bawah naungan sebuah pohon. Lalu Umar berkata, ""Pergilah, coba lihat siapakah rombongan kafilah itu!"" Maka aku berangkat, dan ternyata aku bertemu dengan Shuhaib. Umar berkata, ""Panggillah dia!"" Aku kembali ke Shuhaib dan kukatakan kepadanya, ""Berangkatlah dan bergabunglah dengan Amirul Mukminin!"" Ketika Umar tertimpa malapetaka —yang mengantarkan kepada wafatnya—, aku mendengar Shuhaib menangis seraya berkata, ""Aduhai saudaraku, aduhai temanku."" Maka Umar berkata, ""Hai Shuhaib, apakah engkau menangisi diriku, padahal Rasulullah  telah bersabda, “Sesungguhnya mayit itu benar-benar disiksa karena tangisan keluarganya yang ditujukan kepadanya'."" Ibnu Abbas melanjutkan kisahnya: Ketika Umar wafat, aku ceritakan hadis tersebut kepada Aisyah . Maka ia berkata, ""Semoga Allah merahmati Umar. Tidak, demi Allah, Rasulullah  tidak pernah mengatakan bahwa mayit benar-benar disiksa karena tangisan keluarganya yang ditujukan kepadanya, melainkan Rasulullah  telah bersabda, 'Sesungguhnya Allah menambah siksa terhadap orang kafir karena tangisan keluarganya yang ditujukan kepadanya'."" Aisyah berkata, ""Cukuplah bagi kalian ayat Al Qur'an yang menyatakan, 'Seorang yang berdosa tidak akan memikul dosa orang lain'."" (Qs. Al An'aam [6]: 164) Ketika itu Ibnu Abbas berkata, ""Allah-lah yang membuat (seseorang) tertawa dan menangis."" Ibnu Abu Mulaikah berkata, ""Demi Allah, Ibnu Umar tidak mengatakan apapu."" 137"
902;Musnad Syafi'i 902;"Sesungguhnya keledai liar tersebut merupakan hidangan yang disuguhkan Allah Ta'ala untuk kalian.""150"
937;Musnad Syafi'i 937;"Bukti dibebankan atas si penuduh."" Aku menduganya mengatakan; Tetapi aku tidak yakin bahwa beliau  bersabda, ""Dan sumpah dibebankan atas orang yang tertuduh.""185"
939;Musnad Syafi'i 939;"Sesungguhnya thalak tiga di masa Rasulullah  dianggap sebagai sekali thalak, begitu pula pada masa Abu Bakar; dan dianggap sebagai tiga kali thalak pada sebagian masa Umar."" Ibnu Abbas menjawab, ""Ya."" 187"
940;Musnad Syafi'i 940;"Ibnu Abbas menjawab, ""Ambillah olehmu tiga, dan tinggalkanlah yang sembilan puluh tujuhnya."" 188"
943;Musnad Syafi'i 943;"Bagaimana pendapatmu mengenai seorang lelaki menceraikan istrinya yang sedang haid?"" Abdullah bin Amr menjawab, ""Di masa Nabi . Abdullah bin Umar pernah menceraikan istrinya yang sedang haid, maka Umar menanyakan hal tersebut kepada Rasulullah  dan beliau menjawab, 'Perintahkanlah kepadanya agar merujuk istrinya' Ternyata Nabi  mengembalikannya kepadaku dan tidak menganggap perceraian itu. Beliau bersabda, 'Apabila istrinya telah suci, ia boleh menceraikan istrinya atau tetap memegangnya sebagai istri'."" 191"
945;Musnad Syafi'i 945;"Apakah thalak yang dijatuhkan oleh Ibnu Umar di masa Nabi  itu dimasukkan dalam hitungan?"" Nafi' menjawab, ""Ya."" 193"
948;Musnad Syafi'i 948;"Seorang wanita atau seorang lelaki memerdekakan 6 orang budak miliknya, sedangkan ia tidak memiliki harta selain dari budak-budak itu."" Maka Nabi  datang untuk memutuskan hal tersebut, lalu beliau melakukan undian di antara keenam orang budak tersebut dan memerdekakan sepertiganya. Asy-Syafi'i  mengatakan bahwa hal itu terjadi di saat orang yang memerdekakan sakit keras yang membawa pada kematiannya.  Asy-Syafi'i  mengatakan bahwa hal itu terjadi di saat orang yang memerdekakan sakit keras yang membawa pada kematiannya. 196"
1000;Musnad Syafi'i 1000;"Berikanlah warisan Thariq, lalu ia enggan mengambilnya, maka Umar berkata, ""Jadikanlah ia sama dengan yang diterima kebanyak manusia."" 248"
1002;Musnad Syafi'i 1002;"Sesungguhnya aku tidak mampu."" Ibnu Umar berkata, ""Jika begitu, aku hapus perjanjian kitabah-mu."" Budak itu menjawab, ""Aku tidak dapat melakukannya, maka hapuslah sendiri olehmu."" Nafi' mengatakan: Maka aku berisyarat kepada budak itu agar menghapuskannya, sedangkan dia sangat berharap agar Ibnu Umar memerdekakannya, lalu dia menghapusnya. Dia mempunyai 2 orang anak atau seorang anak laki- laki. Ibnu Umar berkata, ""Berpisahlah kamu dari budak perempuanku."" Nafi' melanjutkan kisahnya: Maka Ibnu Umar memerdekakan anak budaknya itu sesudah orang tuanya tiada. 250"
1070;Musnad Syafi'i 1070;"Janganlah kalian melakukan 'umra; jangan pula melakukan ruqba. Barangsiapa yang memberikan sesuatu secara 'umra atau ruqba, maka hal itu merupakan jalan untuk mewarisi""318"
1078;Musnad Syafi'i 1078;"Siapapun wanitanya, bila melakukan pernikahan tanpa izin walinya, maka nikahnya batal."" (sebanyak 3 kali).326"
1188;Musnad Syafi'i 1188;"Aku mendapat berita atau telah sampai suatu berita kepadaku -atau yang semakna dengannya- bahwa kamu menjual makanan. Benarkah itu?"" Hakim menjawab, ""Memang benar, wahai Rasulullah!"" Rasulullah  bersabda, ""Jangan sekali-kali kamu menjual makanan sebelum kamu membeli dan sesuai dengan takaran atau timbangan.""425"
1205;Musnad Syafi'i 1205;"Aku tidak akan meninggalkannya."" Maka Ibnu Abbas berkata, ""Dan tidaklah patut bagi laki-laki yang mukmin dan tidak (pula) bagi perempuan yang mukmin, apabila Allah dan Rasul-Nya telah menetapkan suatu ketetapan, akan ada bagi mereka pilihan (yang lain) tentang urusan mereka. ""(Qs. Al Ahzaab [33]: 36) 441"
1223;Musnad Syafi'i 1223;"Orang yang memegang tali ikatan nikah ialah suami."" 458"
1224;Musnad Syafi'i 1224;"Dia (orang yang memegang ikatan nikah) adalah suami.""459"
1258;Musnad Syafi'i 1258;"Maka, Allah  menurunkan sehubungan dengan masalah keduanya hal-hal yang disebut di dalam Al Qur'an menyangkut perkara 2 orang yang saling berli'an. Kemudian Rasulullah bersabda kepadanya, ""Telah diputuskan masalah kamu dengan istrimu itu."" Sahi berkata, ""Maka keduanya saling berli'an, sedangkan aku menyaksikan hal itu, kemudian lelaki itu menceraikan istrinya di hadapan Nabi . Maka, ketentuan Sunnah sesudah keduanya ialah menceraikan suami-istri yang saling berli'an. Wanita itu sedang hamil dan si suami mengingkarinya, maka anaknya dinisbatkan kepada ibunya."" 493"
1267;Musnad Syafi'i 1267;"Alangkah dustanya hal-hal yang aneh itu (kami tidak percaya dengan pengakuanmu)."" Kemudian ada seseorang di antara mereka yang hendak melakukan haji (ziarah), lalu mereka berkata, ""Maukah engkau menulis surat untuk keluargamu?"" Maka aku menulis surat dan menitipkannya kepada mereka, dan mereka kembali ke Madinah. Akhirnya, mereka percaya kepadaku dan diriku semakin dihormati oleh mereka. Ketika aku telah lepas dari iddahku, Rasulullah SAW datang dan melamarku, maka aku berkata kepada beliau, 'Tidaklah pantas orang seperti diriku kawin denganmu, aku adalah orang yang tidak bisa beranak lagi, pencemburu dan banyak anak."" Beliau bersabda, ""Aku lebih tua daripada kamu. Mengenai cemburu, Allah niscaya akan melenyapkannya; dan mengenai anak-anakmu, maka serahkan kepada Allah dan Rasul-Nya."" Maka, Rasulullah  menikah dengan Ummu Salamah. Sejak itu beliau mulai datang kepadanya dan menanyakan, ""Di manakah Zunab?"" Hingga datanglah Ammar bin Yasir, lalu ia memasukkan Zunab dan berkata, ""Ini dapat membuat Rasulullah  tidak mau masuk."" Sedangkan Zunab menyusu kepada Ummu Salamah. Ketika Rasulullah  datang dan bertanya, ""Di manakah Zunab?"" Quraibah binti Abu Umayah yang dijumpai Nabi  berada di rumah Ummu Salamah menjawab, ""Dia dibawa oleh Ammar bin Yasir."" Maka Rasulullah  bersabda, ""Sesungguhnya aku akan datang kepada kalian malam ini."" Ummu Salamah melanjutkan kisahnya: Maka aku bangkit dan meletakkan tepungku, lalu aku mengeluarkan biji-biji gandum yang kusimpan dalam sebuah gentong juga lemak, lalu aku memasaknya. Ummu Salamah melanjutkan kisahnya: Maka Rasulullah  menginap, dan pada pagi harinya beliau bersabda, ""Sesungguhnya engkau dihormati oleh keluargamu. Jika kamu suka, aku tinggal 7 malam di sisimu; dan jika aku tinggal 7 malam, berarti aku harus menggilir istri-istri yang lain selama 7 hari pula.""501"
1285;Musnad Syafi'i 1285;"Jika kamu suka, aku tinggal 7 hari bersamamu dan 7 hari bersama mereka (istri-istri yang lain)."" 519"
1298;Musnad Syafi'i 1298;"Wahai Rasulullah, aku tidak punya kesempatan untuk mengunjungi istriku sejak memberi pupuk kurma."" Nabi SAW bersabda, ""Cara pemupukannya tentu saja bila baru dicangkok, maka diberi pupuk selama 40 hari tanpa disirami sesudah pemupukannya."" Lelaki itu berkata, ""Aku jumpai istriku sedang bersama lelaki lain —lelaki itu berkulit kuning dengan kedua betis yang kecil dan rambut lurus— sedangkan lelaki yang kami tuduh itu agak kehitam-hitaman dengan rambut lebat dan sangat keriting."" Maka Rasulullah  bersabda, ""Ya Allah, jelaskanlah."" Kemudian beliau melaksanakan li'an di antara keduanya, dan ternyata si wanita melahirkan bayi laki-laki yang mirip dengan lelaki tertuduh. 532"
1326;Musnad Syafi'i 1326;"Wanita manapun yang menikah tanpa seizin walinya maka nikahnya itu batal —sebanyak 3 kali—. Dan jika si lelaki telah menggaulinya, maka ia harus membayar maskawin karena telah menghalalkan farjinya. Jika mereka (si wanita dan pihak walinya) bertengkar, maka sultan adalah wali dari orang yang tidak mempunyai wali.""560"
1334;Musnad Syafi'i 1334;"Dari saksi-saksi yang kalian ridhai.""(Qs. Al Baqarah [2]: 282) 568"
1390;Musnad Syafi'i 1390;"Sesungguhnya aku mempunyai seorang wanita dari hasil ghanimah yang telah kugauli, sedangkan ia mempunyai seorang anak perempuan yang juga milikku, bolehkah aku menggauli anak perempuannya?"" Aisyah menjawab, ""Jangan."" Mu'adz berkata, ""Demi Allah, aku tidak akan membiarkannya kecuali bila engkau katakan kepadaku bahwa hal itu diharamkan oleh Allah .""Aisyah menjawab, ""Tidak ada seorang pun dari kalangan keluargaku yang melakukan hal itu, tetapi tidak ada seorang pun yang menaatiku624."""
1394;Musnad Syafi'i 1394;"Suatu perjalanan telah menghimpun segolongan teman- teman yang di dalamnya terdapat seorang janda, kemudian seorang lelaki dan mereka menjadi wali dirinya dan menikahkannya dengan seorang lelaki lain. Maka, Umar bin Al Khaththab menjatuhkan hukuman dera terhadap orang yang menikahkan dan orang yang dinikahkannya serta membatalkan perkawinan tersebut"" 628"
1396;Musnad Syafi'i 1396;"Sesungguhnya aku adalah walinya, sedangkan wanita itu menikah tanpa seizinku."" Maka Umar membatalkan pernikahannya, sedangkan lelaki itu telah menggaulinya, lalu Umar bin Abdul Aziz berkata, ""Siapapun wanitanya yang menikah tanpa seizin walinya, maka tidak ada nikah baginya, karena Nabi  telah bersabda, 'Nikahnya batal, dan jika si lelaki telah mencampurinya, maka si wanita berhak memperoleh mahar mitsil-nya karena si lelaki telah menyetubuhinya' Ini persis seperti yang telah diputuskan oleh Nabi  dalam kasus yang sama.""630"
1398;Musnad Syafi'i 1398;"Nikahkanlah dia, karena sesungguhnya wanita tidak boleh menjadi wali dalam akad nikah."" 632"
1400;Musnad Syafi'i 1400;"Aku (perawi) menduganya mengatakan yang muslim. Perawi berkata, ""Aku telah mendengarnya dari Ibnu Khats'am."" 634"
1409;Musnad Syafi'i 1409;"Abdurrahman bin Auf pernah menceraikan Tumadhir binti Ashbagh Al Kalbiyah dengan thalak yang habis-habisan. Kemudian dia meninggal dunia, sedangkan istrinya masih dalam iddah, maka Utsman  memberikan hak waris kepadanya."" 643 Ibnu Az-Zubair berkata, ""Aku berpendapat bahwa wanita yang dicerai habis-habisan tidak dapat mewarisi suaminya."""
1422;Musnad Syafi'i 1422;"Sesungguhnya istrimu bermaksud untuk mewarisi."" Hibban berkata kepada keluarganya, ""Bawalah aku kepada Utsman."" Mereka membawanya kepada Utsman, lalu ia menceritakan perihal istrinya itu, sedangkan di sisi Utsman terdapat Ali bin Abu Thalib dan Zaid bin Tsabit. Maka Utsman berkata kepada keduanya, ""Bagaimana pendapat kamu berdua?"" Keduanya berkata, ""Kami berpendapat bahwa wanita itu berhak mewarisinya jika dia (suami) meninggal dunia, dan dia berhak mewarisi istrinya jika istrinya meninggal dunia, mengingat dia bukan termasuk wanita yang terputus dari haid, bukan pula perawan yang belum mencapai usia haid; kemudian dia masih berada dalam iddah haidnya, baik sedikit ataupun banyak."" Maka. Hibban kembali kepada keluarganya dan mengambil anak perempuannya. Setelah wanita itu tidak menyusui lagi, maka ia haid satu kali, kemudian haid lagi, tetapi Hibban meninggal dunia lebih dahulu sebelum ia haid untuk yang ketiga kalinya. Lalu dia melakukan iddah seorang istri yang ditinggal mati suaminya dan mendapatkan warisan dari suaminya. 656 Al Asham berkata, “Dalam kitabku tulisan 'Hibban' dengan ba'."""
1573;Musnad Syafi'i 1573;"Maka ia menjawab, ""Ya."" Aku bertanya lagi, ""Bolehkah dimakan?"" Ia menjawab, ""Ya."" Aku bertanya lagi, ""Apakah engkau mendengarnya langsung dari Rasulullah  ?"" Ia menjawab, ""Ya."" 802"
1576;Musnad Syafi'i 1576;"Barangsiapa memberi sesuatu secara umra, maka sesuatu itu untuknya.""804"
1596;Musnad Syafi'i 1596;"Lenyapkanlah air mani itu darimu."" Salah satunya —antara Amr dan Ibnu Juraij— berkata, ""Dengan kayu atau idzkir. Sesungguhnya air mani itu sama dengan air ludah dan dahak."" 824"
1600;Musnad Syafi'i 1600;"Maka aku bertanya kepada Abdullah bin Abu Bakar, 'Apakah kalian merasa ragu bahwa surat itu dari Nabi  ?' Ia menjawab, Tidak'."" 828"
1615;Musnad Syafi'i 1615;"Allah tidak menghukum kalian disebabkan sumpah-sumpah kalian yang tidak dimaksud (untuk bersumpah)."" (Qs. Al Maa'idah [5]: 225) Maka dia menjawab, ""Contohnya ialah seperti, Tidak, demi Allah; dan memang benar, demi Allah'."" 843"
1690;Musnad Syafi'i 1690;"Apabila kalian menuju Mina untuk kembali ke arah Ka'bah, maka bertalbiyahlah kalian!"" 917"
1707;Musnad Syafi'i 1707;"Sesungguhnya orang-orang Jahiliyah dahulu berangkat dari Arafah sebelum matahari terbenam, dan (mereka berangkat) dari Muzdalifah sesudah matahari terbit, yaitu di saat matahari seakan-akan seperti serban kaum lelaki di atas kepala mereka. Dan sesungguhnya kami tidak akan berangkat dari Arafah sebelum matahari tenggelam, dan kami berangkut dari Musdalifah sebelum matahari terbit. Tuntunan kita berbeda dengan tuntunan para penyembah berhala dan orang-orang musyrik.""934"
1721;Musnad Syafi'i 1721;"Hendaklah ia bersedekah dengan segenggam makanan."" Ibnu Abbas berkata pula, ""Dan hendaklah ia benar-benar mengambil segenggam (makanan) sebagai denda beberapa belalang (yang dibunuh). Tetapi memang demikianlah dendanya menurut pendapatku."" 948"
1736;Musnad Syafi'i 1736;"Sesungguhnya aku akan memasukkan kepadamu orang-orang yang akan mengurangi hakmu (atau menjadi madunya)."" Lalu, ia menikah 3 kali dalam masa sakitnya dan memberikan maskawin kepada setiap istri barunya itu sebanyak 1000 dinar. Hal tersebut dibolehkan oleh Abdul Malik bin Marwan. 963  Said bin Salim berkata, ""Jika sejumlah itu merupakan maskawin yang sepadan, maka dibolehkan; tetapi jika lebih dari itu, maka sisanya harus dikembalikan (kepada ahli warisnya)."" Di dalam kitab Al Muhabah, ia berkata, ""Perihalnya seperti apa yang kamu katakan."""
1737;Musnad Syafi'i 1737;"Aku berpendapat bahwa hal itu merupakan maskawin sepadannya."" Ia mengesahkan pernikahan itu dan membatalkan apa yang lebih dari maskawin sepadannya, jika si suami meninggal dunia dalam sakitnya itu. Dikatakan demikian karena hal itu hukumnya sama dengan wasiat, sedangkan wasiat untuk ahli waris tidak diperbolehkan."
