ID;Kitab;Matan
966;Musnad Syafi'i 966;"Ingatlah bahwa dalam kasus pembunuhan sengaja tetapi tersalah dengan memakai cambuk dan tongkat; diyatnya diberatkan 100 ekor unta; 40 ekor di antaranya unta khalfah yang di dalam perutnya terdapat anaknya (sedang mengandung).""214"
996;Musnad Syafi'i 996;"Kami mau menjualnya kepadamu dengan syarat wala'nya tetap bagi kami."" Lalu Aisyah menceritakan hal tersebut kepada Rasulullah , maka beliau bersabda, ""Hal tersebut tidaklah mencegahmu, karena sesungguhnya hak wala itu hanya bagi orang yang memerdekakan.244"
1032;Musnad Syafi'i 1032;"Shalat malam hari (shalatul-lail) adalah dua rakaat-dua rakaat. Apabila seseorang di antara kalian merasa khawatir terhadap waktu Subuh hendaklah ia shalat 1 rakaat untuk mewitirkan semua shalat yang telah dikerjakannya ""280"
1058;Musnad Syafi'i 1058;"Ada 5 jenis hewan yang tidak ada dosa atas seorang muslim yang sedang ihram bila membunuhnya, yaitu: kalajengking, burung gagak burung elang, tikus dan anjing gila.""306"
1064;Musnad Syafi'i 1064;"Sesungguhnya bila aku melakukan umrah sebelum haji, lalu menyembelih hadyu (hewan kurban) itu lebih aku sukai daripada aku melakukan umrah sesudah haji dalam bulan Dzulhijjah."" 312"
1066;Musnad Syafi'i 1066;"Sesungguhnya aku telah menghibahkan kepada anakku seekor unta selama hidupnya, dan sesungguhnya unta itu telah beranak."" Maka Ibnu Umar berkata, ""Unta itu adalah miliknya selama hidup dan matinya."" Lelaki badui itu berkata, ""Sesungguhnya aku menyedekahkan unta itu kepadanya."" Ibnu Umar berkata, ""Jika demikian, berarti unta itu semakin jauh darimu.""314"
1072;Musnad Syafi'i 1072;"Janganlah kalian menjual emas dengan emas kecuali sepadan dengan yang sepadan, dan janganlah kalian melebihkan salah satunya atas yang lain. Janganlah kalian menjual perak dengan perak kecuali sepadan dengan yang sepadan, dan janganlah kalian melebihkan sebagian atas sebagian yang lainnya."" 320"
1073;Musnad Syafi'i 1073;"Bahwa dua orang yang bertransaksi jual beli masing-masing pihak boleh memilih terhadap temannya selagi keduanya belum berpisah, kecuali transaksi secara khiyar.""321 Asy-Syafi'i berkata, "" Dan Ibnu Umar  yang mendengar dari Nabi  bahwa apabila beliau membeli sesuatu yang disukainya untuk beliau jadikan, maka beliau berpisah dari si penjual, lalu beijalan sedikit, sesudah itu beliau kembali lagi."""
1108;Musnad Syafi'i 1108;"Jangan sekali-kali seseorang dari jamaah haji pulang sebelum melakukan thawaf di Baitullah, karena sesungguhnya akhir dari manasik itu ialah thawaf di Baitullah.” Malik  mengatakan bahwa yang demikian itu menurut pendapat kami —Allah lebih mengetahui— berdasarkan firman Allah , ""Onta yang kurus yang datang dari segenap penjuru"" yakni: Tempat ibadah yang terakhir dikunjungi ialah Baitul 'Atiq. 356"
1125;Musnad Syafi'i 1125;Aku tidak pernah menyebutnya melainkan dari Rasulullah , dan Ibnu Abu Dzib meriwayatkannya dari Az-Zuhri, dan Salim, dari Ibnu Umar, dari Nabi  yang tidak diragukan lagi.”
1133;Musnad Syafi'i 1133;"Hendaknya ia berbuka dan memberi makan seorang miskin sebanyak 1 mud gandum sebagai ganti setiap harinya.""372"
1135;Musnad Syafi'i 1135;"Kurban yang mudah didapat ialah berupa unta atau sapi.""373"
1140;Musnad Syafi'i 1140;"Aku tidak bermaksud melainkan hanya sekali thalak."" Maka si lelaki disumpah atas hal tersebut, dan dia lebih berhak untuk merujuk istrinya selama istrinya masih dalam masa iddah. 378"
1142;Musnad Syafi'i 1142;"Tiap-tiap wanita yang diceraikan berhak mendapat mut'ah; kecuali wanita yang diceraikan sedangkan telah ditentukan baginya sejumlah maskawin, tetapi ia masih belum dicampuri, maka sudah cukup baginya maskawin yang telah ditentukan baginya.” 380"
1143;Musnad Syafi'i 1143;"Dalam masalah khaliyah (tidak ada ikatakan nikah) dan bariyah (terbebas dari ikatan nikah) tiga-tiga."" 381"
1162;Musnad Syafi'i 1162;"Sesungguhnya Rasulullah  telah menerima wahyu tadi malam, wahyu itu memerintahkan agar beliau menghadap ke arah kiblat."" Maka mereka menghadap ke arah kiblat, sebelum itu orang-orang menghadapkan diri mereka ke arah negeri Syam (Baitul Maqdis), lalu mereka berputar menghadap ke arah Ka'bah. 400"
1192;Musnad Syafi'i 1192;Sesungguhnya orang yang berdusta terhadapku akan dibangunkan baginya sebuah rumah di neraka.”429
1220;Musnad Syafi'i 1220;"Dia tidak mempunyai maskawin. Seandainya dia berhak mendapat maskawin, niscaya kami tidak akan menahan kalian untuk memperolehnya, dan kami tidak akan berbuat aniaya terhadapnya."" Tetapi ternyata si ibu tidak mau menerima keputusan tersebut, akhirnya mereka mengangkat Zaid bin Tsabit untuk memutuskan perselisihan mereka. Dan Zaid bin Tsabit memutuskan bahwa wanita tersebut tidak berhak mendapat maskawin, tetapi berhak mendapat warisan.455"
1251;Musnad Syafi'i 1251;"Orang yang berihram tidak boleh menikah, tidak boleh menikahkan, dan tidak boleh melamar, baik untuk dirinya sendiri ataupun untuk orang lain."" 486"
1261;Musnad Syafi'i 1261;"Perhitungan kamu berdua diserahkan kepada Allah, salah seorang dari kamu berdua ada yang berdusta, kamu tidak boleh lagi bersatu dengannya."" Si lelaki berkata, ""Wahai Rasulullah, bagaimana dengan hartaku?"" Nabi  menjawab, ""Tidak ada harta bagimu. Jika kamu jujur, maka hal itu merupakan imbalan karena kamu telah menghalalkan farjinya. Jika kamu dusta padanya, maka hal itu lebih menjauhkanmu darinya atau dari hartamu."" 495"
1262;Musnad Syafi'i 1262;"Allah Maha Mengetahui bahwa salah seorang dari kamu berdua ada yang berdusta, maukah salah seorang dari kamu bertobat?""496"
1311;Musnad Syafi'i 1311;"Kawinlah kamu, karena apabila kamu mempunyai anak dan anak itu masih hidup sesudah kamu tiada, niscaya dia mendoakanmu."" 545"
1319;Musnad Syafi'i 1319;"Janganlah seseorang di antara kalian melamar wanita yang telah dilamar oleh saudaranya.""553"
1355;Musnad Syafi'i 1355;"Barangsiapa yang meminum khamer di dunia, kemudian tidak bertobat darinya, niscaya dia tidak dapat meminumnya di akhirat nanti.""589"
1364;Musnad Syafi'i 1364;"Apa yang telah dikatakannya, apa yang telah dikatakannya?"" Mereka menjawab, ""Beliau telah melarang membuat minuman perasan di dalam wadah ad-duba dan al muzaffat."" 598"
1371;Musnad Syafi'i 1371;"Sesungguhnya kami biasa membeli buah kurma dan buah anggur, lalu kami memerasnya menjadi khamer, selanjutnya kami jual."" Maka Ibnu Umar berkata, ""Sesungguhnya aku bersaksi kepada Allah terhadap kalian, para malaikat-Nya dan jin serta manusia yang mendengar bahwa aku tidak memerintahkan kalian untuk menjualnya dan tidak pula membelinya. Janganlah kalian memerasnya, jangan pula menjadikannya sebagai minuman. Sesungguhnya khamer itu najis dan termasuk perbuatan syetan."" 605"
1431;Musnad Syafi'i 1431;"Apabila dia telah melahirkan, berarti dia telah halal (untuk kawin)."" Ia mendapat berita dari seorang lelaki kalangan Anshar bahwa Umar bin Al Khaththab  pernah berkata, ""Seandainya seorang istri melahirkan, sedangkan jenazah suaminya masih ada di atas peraduannya dan belum dikebumikan, dia benar- benar telah halal (untuk kawin lagi)."" 665"
1465;Musnad Syafi'i 1465;"Wahai Rasulullah, sesungguhnya aku memperoleh harta yang belum pernah kuperoleh sebelumnya sebanyak itu, sedangkan aku bermaksud akan menjadikannya sebagai sarana ber-taqarrub (mendekatkan diri) kepada Allah ."" Maka Nabi  bersabda, ""Pertahankanlah pokoknya, dan manfaatkanlah hasilnya di jalan Allah.""695"
1473;Musnad Syafi'i 1473;"Hendaklah ia memperhatikan bilangan hari-hari yang ia biasa haid setiap bulannya sebelum ia mengalami hal tersebut. Kemudian hendaklah ia meninggalkan shalat selama masa tersebut setiap bulannya. Apabila masa itu telah lewat, hendaklah ia mandi dan memakai penyumbat kain, lalu shalat.""703"
1520;Musnad Syafi'i 1520;"750 Nafi' berkata, “Aku menceritakan hadis ini kepada Umar bin Abdul Aziz, lalu ia mengatakan: Ini adalah perbedaan antara peperangan dan kekeluargaan, dan ia mengintruksikan untuk mewajibkan kepada anak yang berumur lima belas tahun dalam hal peperangan, dan yang belum sampai umur tersebut, maka ia harus bersama keluarganya."""
1558;Musnad Syafi'i 1558;"Makanlah dengan menyebut nama Allah."" Lalu Abdullah menarik kembali tangannya dan berkata, ""Sesungguhnya aku sedang puasa."" 788"
1560;Musnad Syafi'i 1560;"Kami mau menjualnya kepadamu dengan syarat wala'nya tetap bagi kami."" Lalu Aisyah menceritakan hal tersebut kepada Rasulullah , maka beliau bersabda, ""Hal tersebut tidaklah mencegahmu, karena sesungguhnya hak wala itu hanya bagi orang yang memerdekakan.""789"
1563;Musnad Syafi'i 1563;"W'ala itu merupakan daging, sama dengan daging nasab, tidak boleh dijual dan tidak boleh dihibahkan.""792"
1571;Musnad Syafi'i 1571;"Dihalalkan bagi kita dua macam bangkai dan dua macam darah. Dua macam bangkai itu adalah ikan dan belalang, sedangkan dua macam darah -aku duga perawi mengatakan- hati dan limpa.""800"
1593;Musnad Syafi'i 1593;"Ingatlah bahwa dalam kasus pembunuhan sengaja tetapi tersalah (keliru) dengan memakai cambuk dan tongkat, diyatnya diberatkan 100 ekor unta, 40 ekor di antaranya unta khilfah yang di dalam perutnya terdapat anaknya (sedang mengandung)."" 821"
1696;Musnad Syafi'i 1696;"Hai nak, cukurlah sampai bersih!"" Jika ia memotong rambutnya, maka yang mula-mula diambilnya ialah dari sebelah kanan sebelum sebelah kirinya. 923"
1703;Musnad Syafi'i 1703;"Rasulullah  mengambil posisi dengan menjadikan sebuah tiang berada di sebelah kanannya, 2 buah tiang berada di sebelah kirinya, dan 3 buah tiang berada di belakangnya, kemudian beliau shalat."" Bilal melanjutkan kisahnya, ""Pada saat itu Baitullah bertopang pada 6 buah tiang."" 930"
1720;Musnad Syafi'i 1720;"Mereka bertanya, ""Apakah masing-masing dari kami diharuskan membayar denda, ataukah kami semuanya hanya membayar satu denda?"" Ibnu Umar menjawab, ""Sesungguhnya kalian ini orang-orang yang terpedaya lagi tidak mengerti, tidak diwajibkan atas kalian kecuali hanya membayar satu denda untuk kalian semua."" 947"
1783;Musnad Syafi'i 1783;"Salat malam hari adalah dua rakaat-dua rakaat. Maka apabila seseorang dari kalian merasa khawatir terhadap subuh, hendaklah ia shalat satu rakaat sebagai witir baginya dari semua shalat yang telah dilakukannya."" 1007"
